date,value
2024-05-07,104294725.7707337
2024-05-08,104392426.77041468
2024-05-09,104777636.76370406
2024-05-10,104777348.3935364
2024-05-13,104806456.57250129
2024-05-14,105189437.83337332
2024-05-15,104987247.5022479
2024-05-16,105149522.47650369
2024-05-17,105478266.81497344
2024-05-21,105311828.31839047
2024-05-22,105232447.79071897
2024-05-23,105424580.20429695
2024-05-24,105795327.19589919
2024-05-27,105860138.59993154
2024-05-28,105872685.50843973
2024-05-29,105885723.91053958
2024-05-30,105750162.9857997
2024-05-31,105444887.57970195
2024-06-03,105863396.73740427
2024-06-04,105634855.04556783
2024-06-05,106467805.61158514
2024-06-06,106743650.94753037
2024-06-07,106799810.0175034
2024-06-10,106973965.39240359
2024-06-11,107007369.08590558
2024-06-12,106875792.57901587
2024-06-13,107002541.52486871
2024-06-14,107375998.73716669
2024-06-18,107179315.96949433
2024-06-19,106978141.84250464
2024-06-20,106918879.1394066
2024-06-21,106963913.62003121
2024-06-24,106989939.59853163
2024-06-25,106838266.2385027
2024-06-26,106607806.31125829
2024-06-27,106409255.41210096
2024-06-28,106535416.16253671
2024-07-01,106472844.06748646
2024-07-02,106373365.28281263
2024-07-03,106227851.09276727
2024-07-04,106542829.92698509
2024-07-05,106937150.38312948
2024-07-08,106740775.43266115
2024-07-09,106986906.60881367
2024-07-10,106999524.59751165
2024-07-11,107218716.30136701
2024-07-12,106994118.42306112
2024-07-15,107064766.62104823
2024-07-16,107092994.28792815
2024-07-18,106795449.04010122
2024-07-19,106776432.71858056
2024-07-22,106910994.78850141
2024-07-23,107199180.03174827
2024-07-24,107057340.13323414
2024-07-25,107055769.29453371
2024-07-26,107424427.1095341
2024-07-29,107277151.24157229
2024-07-30,107353472.31336448
2024-07-31,107570026.91061208
2024-08-01,107906544.94611657
2024-08-02,107813344.14282627
2024-08-05,107330692.23518574
2024-08-06,107237686.4197645
2024-08-07,107846957.3082063
2024-08-08,107556835.45015751
2024-08-09,107891362.6614963
2024-08-12,107869196.33502206
2024-08-13,108239315.35974117
2024-08-14,108044795.42234877
2024-08-16,108010850.99334723
2024-08-19,108057972.15701744
2024-08-20,108242250.26858969
2024-08-21,108211765.20460297
2024-08-22,108694354.65185519
2024-08-23,109087451.91247202
2024-08-26,109140515.07792984
2024-08-27,108918950.13389544
2024-08-28,108893785.64849658
2024-08-29,108986648.20419559
2024-08-30,109388981.1308569
2024-09-02,109241183.91848394
2024-09-03,109188445.56190215
2024-09-04,109138025.9508421
2024-09-05,109051399.16166301
2024-09-06,108989600.57207537
2024-09-09,109073722.27270852
2024-09-10,109007038.4033621
2024-09-11,109037536.22325891
2024-09-12,109455333.06622072
2024-09-13,109493621.65980382
2024-09-16,109580426.81017496
2024-09-17,109427638.31507386
2024-09-18,109201206.5940568
2024-09-19,109106790.70147379
2024-09-20,109406873.61881451
2024-09-23,109604794.37974854
2024-09-24,109762099.89989305
2024-09-25,109780880.29806575
2024-09-26,109912476.6433903
2024-09-27,110306415.44271283
2024-09-30,109566726.06867336
2024-10-01,109559407.09600614
2024-10-03,108796060.44310461
2024-10-04,108538425.02631052
2024-10-07,108202333.17325434
2024-10-08,108898636.54865615
2024-10-09,109183919.76556961
2024-10-10,109258418.86868632
2024-10-11,109264208.9843448
2024-10-14,109509975.32329981
2024-10-15,109531933.33127235
2024-10-16,109125496.37633583
2024-10-17,108475283.93489064
2024-10-18,108726764.31563726
2024-10-21,108876452.19684187
2024-10-22,108358694.04132722
2024-10-23,107672034.80530638
2024-10-24,107115587.18725821
2024-10-25,106890623.92765754
2024-10-28,106977508.75556478
2024-10-29,106872721.51822878
2024-10-30,106953921.79608773
2024-10-31,107195510.7140636
2024-11-01,107306747.32400315
2024-11-04,106626716.8056392
2024-11-05,106949395.77871817
2024-11-06,107141538.28814155
2024-11-07,107096316.97995459
2024-11-08,107015468.25673266
2024-11-11,106963520.79635008
2024-11-12,106821681.13518593
2024-11-13,106437712.51274526
2024-11-14,106510911.6328477
2024-11-18,106651029.37980364
2024-11-19,106744858.01041444
2024-11-21,106456063.99068317
2024-11-22,106638497.04362047
2024-11-25,106951583.86226001
2024-11-26,106711550.43417194
2024-11-27,106825823.26530708
2024-11-28,106646271.97650181
2024-11-29,106781713.2512581
2024-12-02,107203159.00788921
2024-12-03,107652692.214714
2024-12-04,107383656.29031664
2024-12-05,107336908.23633175
2024-12-06,107404078.6804677
2024-12-09,107168545.02350302
2024-12-10,107394581.14826845
2024-12-11,107475820.0123265
2024-12-12,107420207.32404435
2024-12-13,107406812.13729787
2024-12-16,107450449.27098912
2024-12-17,106907198.20920871
2024-12-18,107097967.79382005
2024-12-19,106955180.51672003
2024-12-20,106459437.84811728
2024-12-23,106434978.45529057
2024-12-24,106718919.70281084
2024-12-26,106802354.99390526
2024-12-27,106669704.54921077
2024-12-30,106178993.4176922
2024-12-31,106288535.51077847
2025-01-01,106568805.04797392
2025-01-02,107267671.13003042
2025-01-03,107131102.08031648
2025-01-06,106620437.09577498
2025-01-07,106403299.4553003
2025-01-08,106235127.24460818
2025-01-09,105972796.4366492
2025-01-10,105651917.40820365
2025-01-13,104858514.22572453
2025-01-14,105293520.82117209
2025-01-15,105408944.0225847
2025-01-16,105614617.03009008
2025-01-17,105788001.12447312
2025-01-20,105725743.54088093
2025-01-21,105717747.42304873
2025-01-22,105577816.41267504
2025-01-23,105779688.8480432
2025-01-24,105558399.80986337
2025-01-27,105261902.38885312
2025-01-28,106049756.32256727
2025-01-29,107024501.76514177
2025-01-30,106952575.73262781
2025-01-31,106972579.07700048
2025-02-01,107710236.0725637
2025-02-03,108459766.44410264
2025-02-04,108388520.84335095
2025-02-05,108180157.82789977
2025-02-06,107983917.99814726
2025-02-07,108093041.26547667
2025-02-10,107731787.24348387
2025-02-11,107169522.51886192
2025-02-12,107234352.67501025
2025-02-13,107095756.81531936
2025-02-14,106526834.65679267
2025-02-17,106252065.69163015
2025-02-18,106159291.85281985
2025-02-19,106377393.64848436
2025-02-20,106666079.36979884
2025-02-21,105936547.02408251
2025-02-24,106227047.48162852
2025-02-25,106213084.05890277
2025-02-27,106044731.95105043
2025-02-28,105161914.15896605
2025-03-03,105928172.64819242
2025-03-04,105694485.41718408
2025-03-05,105981533.46460062
2025-03-06,105893853.5006801
2025-03-07,105998741.13155226
2025-03-10,105405937.85299699
2025-03-11,105653895.96403266
2025-03-12,105419390.79606338
2025-03-13,105355588.072555
2025-03-17,105480838.75126594
2025-03-18,105480269.11476578
2025-03-19,105898144.71250187
2025-03-20,106111946.08930019
2025-03-21,106642592.31002958
2025-03-24,106886950.50801115
2025-03-25,106702774.65107755
2025-03-26,106844192.76142912
2025-03-27,107055454.37031583
2025-03-28,106769004.4337924
2025-04-01,106937122.93476896
2025-04-02,107380488.93574552
2025-04-03,107219517.04365568
2025-04-04,107132469.25801115
2025-04-07,106352959.8634799
2025-04-08,106913006.36250333
2025-04-09,107216075.15156583
2025-04-11,107522792.54658537
2025-04-15,108114955.15156583
2025-04-16,108339466.75556974
2025-04-17,108867271.54805021
2025-04-21,109324233.94551115
2025-04-22,109347810.15156583
2025-04-23,109903044.75361662
2025-04-24,109635553.35469083
2025-04-25,109341722.35371427
2025-04-28,109792898.95039396
2025-04-29,109052605.95234708
2025-04-30,108801706.1525424
2025-05-02,109195188.15205412
2025-05-05,109709020.95478849
2025-05-06,109634403.15205412
2025-05-07,109789050.55439787
2025-05-08,108992748.95771818
2025-05-09,108728959.7487338
2025-05-12,109530146.74824552
2025-05-13,109130625.34443693
2025-05-14,109253998.55732755
2025-05-15,109772022.5587924
2025-05-16,110201002.15351896
2025-05-19,110064569.96601896
2025-05-20,109449621.74580412
2025-05-21,109583737.5587924
2025-05-22,109879615.55928068
2025-05-23,109694111.96797208
2025-05-26,109662211.56025724
2025-05-27,109853883.74287443
2025-05-28,109868805.15156583
2025-05-29,109928509.97090177
2025-05-30,109694947.5612338
2025-06-02,109548605.32734708
2025-06-03,109391942.5612338
2025-06-04,109523356.32588224
2025-06-05,109161911.9752963
2025-06-06,109416929.56318693
2025-06-09,109377994.73652677
2025-06-10,109393191.15010099
2025-06-11,109613561.15010099
2025-06-12,109345620.32002287
2025-06-13,109358370.32002287
2025-06-16,109831422.15107755
2025-06-17,109666985.73506193
2025-06-18,109656033.31806974
2025-06-19,109690076.31611662
2025-06-20,109965508.98701505
2025-06-23,109678525.98896818
2025-06-24,110179741.98994474
2025-06-25,110863445.57148771
2025-06-26,110967402.31221037
2025-06-27,111056756.57246427
2025-06-30,110873193.15205412
2025-07-01,110662755.99385099
2025-07-02,110703119.57295255
2025-07-03,110710886.72871427
2025-07-04,110545712.99580412
2025-07-07,110517878.3034213
2025-07-08,110117531.72627287
2025-07-09,110199125.9987338
2025-07-10,110112426.99971037
2025-07-11,109454706.15010099
2025-07-14,109870194.72431974
2025-07-15,110592221.15010099
2025-07-16,110699600.57637052
2025-07-17,110537796.57734708
2025-07-18,110279660.57881193
2025-07-21,110158772.15107755
2025-07-22,109806954.29463224
2025-07-23,109870010.00996427
2025-07-24,109826937.72236662
2025-07-25,109621897.29267912
2025-07-28,109837831.29170255
2025-07-29,109863279.58515958
2025-07-30,109791210.01728849
2025-07-31,109863465.58613615
2025-08-01,110362286.72139005
2025-08-04,111109100.15400724
2025-08-05,111470140.72041349
2025-08-06,111199307.71992521
2025-08-07,111738915.28584318
2025-08-08,111342704.28486662
2025-08-11,111452165.72041349
2025-08-12,111296818.59150724
2025-08-13,111791391.71894865
2025-08-14,111799870.59346037
2025-08-18,113584496.71894865
2025-08-19,113873006.27949552
2025-08-20,113674590.59346037
2025-08-21,114133466.27705412
2025-08-22,114256477.03389005
2025-08-25,114167481.71406583
2025-08-26,114055758.59394865
2025-08-27,114054991.59443693
2025-08-28,113907971.1525424
